Situacao	Var_Desconto	Descricao	Codigo	Avaliacao	Preco_Original	Preco_A_Vista	Produto
Oferta	-9	'Frigobar Philco Pfg5p 6 Níveis De Ajustes 45l 1400w 127v'	'1571506968'	0	1049.90	949.90	Categorias Em Destaque De Eletrodomesticos Frigobar
Oferta	-16	'Balança Com Vasilha Removivel Fackelmann 2 2kg Branca'	'1571080210'		135.00	113.00	Balancas De Banheiro
Oferta	-9	'Balança Digital Corporal Tramontina Adatto Antiderrapante'	'1571640725'		302.90	274.90	Balancas De Banheiro
Oferta	-12	'Balança Para Cozinha Britânia Bcz5 Bivolt'	'1566784296'		159.90	139.90	Balancas De Banheiro
Oferta	-10	'Balança Digital Eletrônica De Precisão Sf400 Capacidade 10kg'	'1567215301'		47.00	41.90	Balancas De Banheiro
Oferta	-46	'Balança De Precisão Digital Eletrônica Sf400 1g A 10 Kg'	'1566945276'		86.90	46.90	Balancas De Banheiro
Oferta	-49	'Balança Digital De Cozinha De Precisão Premium B 3kg X 0.1g'	'1570814280'		609.99	309.99	Balancas De Banheiro
Oferta	-15	'Balança Digital De Precisão Cozinha E Comércio 1g A 5 Kg Com'	'1570813552'		116.10	97.97	Balancas De Banheiro
Oferta	-24	'Mini Balança Digital Gancho Para Pesca Bagagem 40 Kg Cbr1042'	'1571511200'		49.00	36.97	Balancas De Banheiro
Oferta	-15	'Balança Digital Para Cozinha Com Recipiente Brinox 5kg'	'1570847422'		159.90	134.90	Balancas De Banheiro
Oferta	-40	'Balança Digital Sf400 Alta Precisão Eletrônica 1g A 10 Kg'	'1570813547'		50.00	29.99	Balancas De Banheiro
Oferta	-16	'Balança De Cozinha Digital Até 8kg Vinho  Casambiente Bal020'	'1571619472'		55.90	46.90	Balancas De Banheiro
Oferta	-22	'Balança Em Inox Zyliss 5kg'	'1568025351'	0	330.00	254.90	Balancas De Banheiro
Oferta	-17	'Balança Corporal Digital Relaxmedic Body Fit, Até 180 Kg Unic'	'1566895382'		119.90	99.00	Balancas De Banheiro
Oferta	-26	'Balança Digital De Vidro 150kg, Taxa De Gordura, Líquido, Mas'	'1570849425'		229.90	168.80	Balancas De Banheiro
Oferta	-57	'Balança Digital Para Cozinha Com Recipiente Removível Brinox'	'1570847423'		199.90	84.90	Balancas De Banheiro
Oferta	-50	'Balança Premier De Viagem Black'	'1570815703'		339.99	169.99	Balancas De Banheiro
Oferta	-14	'Balança Digital De Precisão Cozinha 1g A 10kg Amarela Cbrn025'	'1570813566'		78.00	66.47	Balancas De Banheiro
Oferta	-24	'Mini Balança Digital Gancho Para Pesca Bagagem 40 Kg Cbr1042'	'1571511198'		49.00	36.97	Balancas De Banheiro
Oferta	-16	'Balança De Cozinha Digital Até 8kg Amarela  Casambiente Bal0'	'1571619493'		55.90	46.90	Balancas De Banheiro
Oferta	-33	'Balança Digital Precisão 5 Kg Conta Peças Com Fonte Cbrn11988'	'1571628810'		159.00	104.99	Balancas De Banheiro
Oferta	-40	'Mini Balança Digital Alta Precisão De Bolso Portátil 500gr '	'1570813565'		74.10	43.97	Balancas De Banheiro
Oferta	-28	'Balança Digital Cbr400 Alta Precisão Eletrônica 1g A 10 Kg'	'1570813560'		52.00	36.99	Balancas De Banheiro
Oferta	-15	'Balança Digital Para Bagagem Portátil 50 Kg Cbrn01798'	'1570813551'		72.00	60.95	Balancas De Banheiro
Oferta	-22	'Balança Digital Bagagem Pesca Eletrônica De Mão 10g À 50kg Cb'	'1570813568'		81.00	62.95	Balancas De Banheiro
Oferta	-10	'Balanca Digital De Cozinha Alta Precisao Ate 10kg Clink Ck1253'	'1570482448'		27.90	24.90	Balancas De Banheiro
Oferta	-17	'Mini Balança Digital Alta Precisão De Bolso Portátil 500gr Cb'	'1570813563'		96.18	79.49	Balancas De Banheiro
Oferta	-27	'Balança De Bagagem Mala Para Viagem Digital 50kg Alça Nylon C'	'1570813556'		69.00	49.98	Balancas De Banheiro
Oferta	-22	'Balança Digital Bioimpedância Intelligence App Unica U'	'1570790993'	0	499.90	389.90	Balancas De Banheiro
Oferta	-46	'Balança Bioimpedância Corporal Digital BodyScan – Relaxmedic'	'1570548552'	0	1690.00	899.90	Balancas De Banheiro
Oferta	-32	'Balança De Bioimpedância Digital Cardio App Relaxmedic Unica U'	'1567150014'	0	499.90	339.90	Balancas De Banheiro
Oferta	-24	'Balança Com Bioimpedância Com Handle  Biohealth Pro  Multil'	'1571304589'	0	610.32	459.90	Balancas De Banheiro
Oferta	-9	'Mixer Philco Pmx700 700w 127v'	'1553787029'		290.90	263.90	Mixers
Oferta	-10	'Mixer Love Your Day 400w 127v  Electrolux'	'1566881631'		298.00	268.20	Mixers
Oferta	-10	'Mixer Philco Pmx700 Vermelho 700w 220v'	'1553742074'		300.46	270.41	Mixers
Oferta	-10	'Mixer Britânia Turbo 3 Em 1 400w Preto 220v'	'1567868012'		228.00	205.20	Mixers
Oferta	-17	'Processador De Alimentos Arno Multichef 7 Em 1 Preto 110v Mp70'	'1566847213'		506.90	419.00	Mixers
Oferta	-14	'Mixer Britânia Bmx350p 350w Lâminas Pro Maxx 220v'	'1569255931'		139.90	119.90	Mixers
Oferta	-8	'Mixer Vertical Black Decker Fusion 3 em 1 MK600BR 600W 127V'	'1566692213'		359.00	329.00	Mixers
Oferta	-28	'Mixer Philco Pmx700 700w 220v'	'1553787031'		279.90	199.90	Mixers
Oferta	-11	'Mixer 3 Em 1 Smarmix 3000 800w 110v Tfsmartmix3000'	'1570761754'		287.90	254.90	Mixers
Oferta	-16	'Mixer Vertical Black Decker 1 Velocidade M250BR 250W 127V'	'1566692221'		143.58	120.00	Mixers
Oferta	-20	'Super Mixer Agratto Vermelho Portátil 200w Copo 700ml 220v'	'1567044121'		126.48	101.18	Mixers
Oferta	-9	'Mixer Power Inox 600w 3 Em 1 Vermelho Elgin'	'1571611324'		188.90	170.10	Mixers
Oferta	-10	'Mixer Philco Pmx700 Vermelho 700w 127v'	'1553742076'		268.00	241.20	Mixers
Oferta	-10	'Mixer Daily Philips Walita  Ri2532  Preto'	'1570431241'		219.90	197.91	Mixers
Oferta	-10	'Mixer Electrolux 3 Em 1 Preto Eib10  220 Volts'	'1567806609'		248.00	223.20	Mixers
Oferta	-20	'Mixer Philco Pmx750vi Inox Red 750w 127v'	'1567194434'		299.90	239.90	Mixers
Oferta	-33	'Mini Mixer Britânia Bmm2 Pilhas'	'1566775015'		59.90	39.90	Mixers
Oferta	-8	'Mixer Turbo Elgin Chef 3 Em 1  220v'	'1568501118'		184.90	169.90	Mixers
Oferta	-10	'Mixer Electrolux 3 Em 1 Preto Eib10  127 Volts'	'1567806611'		249.35	224.41	Mixers
Oferta	-9	'Mixer Britânia 350w 1 Velocidade Bmx350'	'1567477596'		106.90	96.90	Mixers
Oferta	-18	'Mixer Elétrico Fast Blend 170w Vermelho  Cadence 220v'	'1566740441'		109.90	89.90	Mixers
Oferta	-39	'Mixer Delight Oster Fpsthb2615r Vermelho  220v'	'1566692197'		392.32	236.80	Mixers
Oferta	-8	'Mixer Turbo Elgin Chef 3 Em 1  127v'	'1568501119'		184.90	169.90	Mixers
Oferta	-15	'Secador De Cabelo Profissional 127v Azul 2000w Mondial Scp02'	'1570429026'		168.90	143.57	Secadores De Cabelo
Oferta	-12	'Secador De Cabelo 2 Velocidades Golden Rose Mondial'	'1566893866'		159.90	139.90	Secadores De Cabelo
Oferta	-5	'Secador De Cabelo Elgin Super Ion Pro'	'1571135215'		197.80	187.80	Secadores De Cabelo
Oferta	-19	'Secador De Cabelos Della Quente E Frio 1900w Preto Agratto 22'	'1566985999'		150.60	120.50	Secadores De Cabelo
Oferta	-7	'Secador Cabelo 2000w Scn01 127v Preto Black Purple Mondial'	'1568375719'		134.80	124.80	Secadores De Cabelo
Oferta	-23	'Secador De Cabelo Fox Íon Rosé 2 Vel 2200w Taiff 110v'	'1567953852'		809.00	619.40	Secadores De Cabelo
Oferta	-17	'Secador De Cabelo Philco Beauty Shine 2000w 220v'	'1553653950'		192.40	157.90	Secadores De Cabelo
Oferta	-10	'Secador E Prancha Beauty Duo Britânia'	'1566984249'		199.90	179.90	Secadores De Cabelo
Oferta	-26	'Secador De Cabelos Philco Compact Bivolt'	'1568670468'		189.90	139.90	Secadores De Cabelo
Oferta	-25	'Secador De Cabelos Britânia Bsc4050 Tourmaline Íon 2100w 127v'	'1568017526'		159.90	119.90	Secadores De Cabelo
Oferta	-7	'Secador De Cabelos Mondial Scn01 Black Purple 2000w  220v'	'1568375718'		134.80	124.80	Secadores De Cabelo
Oferta	-6	'Secador De Cabelos Profissional Golden Rose Scp01  Mondial'	'1568376329'		160.00	150.00	Secadores De Cabelo
Oferta	-6	'Secador De Cabelos Britânia Black Bsc4100 Íons Tourmaline 21'	'1568017543'		159.90	149.90	Secadores De Cabelo
Oferta	-36	'Secador De Cabelos Mondial Scn50 Secador De Cabelos Scn50 2'	'1570355612'		239.50	153.10	Secadores De Cabelo
Oferta	-37	'Secador De Cabelos Cadence Rouge Style Ii  127v'	'1570869698'		159.90	99.99	Secadores De Cabelo
Oferta	-17	'Secador De Cabelos Gama Italy Light Ceramic Ion Marsala 2000w'	'1566901476'		179.90	147.90	Secadores De Cabelo
Oferta	-25	'Secador De Cabelos Taiff Tourmaline Íon 2100w Preto 220v'	'1567953850'		449.00	335.90	Secadores De Cabelo
Oferta	-5	'Secador De Cabelos Britânia Bsc2000 6 Combinações 2000w 127v'	'1571241167'		179.90	169.90	Secadores De Cabelo
Oferta	-10	'Secador De Cabelo Cadence Divine 2000w Sec156'	'1566729377'		144.90	129.90	Secadores De Cabelo
Oferta	-13	'Secador De Cabelo Gama Lichia Ceramic Íon Com Óleo Essencial'	'1571592290'		317.50	274.30	Secadores De Cabelo
Oferta	-11	'Secador De Cabelos Britânia Bsc4150 Fashion Green 2000w 220v'	'1571573133'		169.90	149.90	Secadores De Cabelo
Oferta	-22	'Secador De Cabelos Britânia Bsc4150 Fashion Green 2000w 127v'	'1571604327'		179.90	139.90	Secadores De Cabelo
Oferta	-5	'Secador De Cabelo Gama Profissional Lumina 3d 2200w Bivolt'	'1568005569'		428.80	405.40	Secadores De Cabelo
Oferta	-9	'Secador De Cabelo Gama Gold Íon Com Óleo Essencial De Argan'	'1571592288'		350.80	318.40	Secadores De Cabelo
Oferta	-25	'Secador De Cabelos Taiff Tourmaline Íon 2100w Preto 127v'	'1567953849'		449.00	335.90	Secadores De Cabelo
Oferta	-26	'Secador De Cabelos Philco Golden Star Tourmaline 2100w 220v'	'1553653938'		229.90	169.90	Secadores De Cabelo
Oferta	-26	'Secador De Cabelos Philco Golden Star Tourmaline 2100w 127v'	'1553810684'		229.90	169.90	Secadores De Cabelo
Oferta	-21	'Secador De Cabelo Taiff Style 2000w 332'	'1566847398'		319.00	251.90	Secadores De Cabelo
Oferta	-33	'Secador De Cabelos Britânia Bsc4000 Tourmaline Íon 2000w 127v'	'1568017544'		179.90	119.90	Secadores De Cabelo
Oferta	-17	'Secador De Cabelo Philco Beauty Shine 2000w 127v'	'1553810668'		192.40	157.90	Secadores De Cabelo
Oferta	-21	'Secador De Cabelos Britânia Sp3100 Com 1800w 2 Velocidades 3'	'1566748617'		174.42	137.70	Secadores De Cabelo
Oferta	-19	'Secador De Cabelo Profissional Mallory Íon Pro 4000 Bivolt'	'1566921362'		167.29	133.99	Secadores De Cabelo
Oferta	-8	'Notebook 2 Em 1 Intel Pentium 4gb Ram 64gb Multilaser M11w Te'	'1567637176'		2299.90	2099.90	Notebooks
Oferta	-11	'Notebook Intel Celeron N4000 4gb Ram 1tb Hd Acer Aspire 3 A31'	'1567047211'		3399.90	2999.90	Notebooks
Oferta	-8	"'Notebook Acer A31534c9wh Celeron N4020 4gb 128gb Ssd 15,6""'"	'1569921203'		2249.00	2069.08	Notebooks
Oferta	-15	'Notebook Brazil Pc Intel Quad Core N3450, 6gb, Hd 1tb, Linux,'	'1571499289'		2168.58	1843.29	Notebooks
Oferta	-8	"'Notebook Acer A31534c9wh Celeron N4020 4gb 128gb Ssd 15,6""'"	'1569921203'		2249.00	2069.08	Notebooks
Oferta	-20	'Notebook Intel Core I5 1235u 8gb Ram 256gb Ssd Acer Aspire 3'	'1571597646'		3899.00	3099.00	Notebooks
Oferta	-13	'Notebook Galaxy Book2 Intel Core I31215u Windows 11 Pro 8g'	'1571475229'		4050.00	3499.00	Notebooks
Oferta	-13	'Galaxy Book2 Intel Core i51235U, Windows 11 Pro, 8GB, 256GB'	'1571080232'		4989.00	4299.00	Notebooks
Oferta	-27	'Notebook Amd Ryzen 5 7520u 8gb Ram 256gb Ssd Lenovo Ideapad 1'	'1571535246'		3699.00	2699.00	Notebooks
Oferta	-8	'Notebook Samsung Galaxy Book2 360 Intel Core I51235u Window'	'1570546532'		7114.00	6499.00	Notebooks
Oferta	-15	'Samsung Chromebook Intel Dualcore Google Chrome Os 4gb 64'	'1571080230'		2124.00	1799.00	Notebooks
Oferta	-8	'Notebook Intel Core I3 1115g4 8gb Ram 256gb Ssd Hp 240g8 Tela'	'1571513781'		2599.00	2391.08	Notebooks
Oferta	-20	'Notebook Galaxy Book3 Ultra Windows 11 Intel Core I713700h 3'	'1571420496'		18774.00	14999.00	Notebooks
Oferta	-46	'Notebook Samsung Book Intel® Core™ I71165g7 Windows 11 Home'	'1567992984'		5999.00	3231.00	Notebooks
Oferta	-10	'Notebook Positivo Montion Quadcore 4gb 64gb Win10 Netflix'	'1566897652'		1332.90	1199.61	Notebooks
Oferta	-19	'Notebook Samsung Galaxy Book2 Intel Core I71255u Windows 11'	'1570546537'		5187.00	4199.00	Notebooks
Oferta	-8	'Notebook Samsung Galaxy Book2 360 Intel Core I51235u Windo'	'1570546535'		6224.00	5699.00	Notebooks
Oferta	-22	'Notebook Galaxy Book3 360 Windows 11 Home Intel Core™ I51335'	'1571420497'		8999.00	6999.00	Notebooks
Oferta	-16	'Galaxy Book2 Intel® Core I71255u Windows 11 Home 8gb 256g'	'1571473102'		4940.00	4149.00	Notebooks
Oferta	-16	'Notebook Galaxy Book3 360 Windows 11 Home Intel Core I71360p'	'1571420494'		11363.00	9499.00	Notebooks
Oferta	-17	'Notebook Samsung Book Intel® Core™ I31115g4 Windows 11 Home'	'1567992990'		3161.00	2599.00	Notebooks
Oferta	-18	'Galaxy Book2 Intel® Core i51235U, Windows 11 Home, 8GB, 256G'	'1571473103'		4100.00	3349.00	Notebooks
Oferta	-11	'Notebook Samsung Book Intel® Windows 11 Home 4gb 256gb Ssd'	'1567992981'		2371.00	2099.00	Notebooks
Oferta	-20	'Notebook Samsung Galaxy Book2 Intel Core I31215u Windows 11'	'1570546533'		3408.00	2699.00	Notebooks
Oferta	-13	'Notebook Galaxy Book3 360 Windows 11 Home Intel Core I71360p'	'1571420495'		9881.00	8499.00	Notebooks
Oferta	-15	'Notebook Samsung Galaxy Book2 Intel Core I51235u Windows 11'	'1570546531'		3952.00	3349.00	Notebooks
Oferta	-46	'Notebook Samsung Book Intel® Core™ I51135g7 Windows 11 Home'	'1567992986'		4999.00	2689.00	Notebooks
Oferta	-10	'Tablet Philco Multitoque Android 10 32gb Ptb8rsg 4g 8’’ Bivolt'	'1567985348'		939.60	845.64	Tablets
Oferta	-23	"'Tablet Samsung Galaxy Tab S6 Lite 64gb 10 4"" 4gb Ram Cinza'"	'1571498862'		2999.00	2299.00	Tablets
Oferta	-10	'Tablet Multitoque 7 Philco Ptb7ssg Quad Core Android Pie 9.'	'1567876425'		702.49	632.24	Tablets
Oferta	-23	"'Tablet Samsung Galaxy Tab S6 Lite 64gb 10 4"" 4gb De Ram Azul'"	'1571498861'		2999.00	2299.00	Tablets
Oferta	-13	'Tablet Samsung Galaxy A7 4gwifi 8.7 4gb Octacore 8mp 64gb'	'1567576451'		1799.00	1549.00	Tablets
Oferta	-31	'Tablet Philco Multitoque Android 10 32gb Ptb8rrg 4g 8’’ Bivolt'	'1568138559'		999.90	689.90	Tablets
Oferta	-10	'Tablet Philco Ptb7ssg Android Pie 9 Go Quad Core 16gb Bivolt'	'1567870373'		626.83	564.15	Tablets
Oferta	-6	'Tablet Multilaser M7 3g Plus Dual Chip Quad Core 1gb 16gb Tel'	'1566825518'		639.90	599.90	Tablets
Oferta	-15	'Tablet Twist Tab Ladybug T770kl 7 Polegadas 64gb Quadcore Po'	'1571395613'		647.60	545.00	Tablets
Oferta	-14	"'Tablet Samsung Galaxy Tab A7 8,7"" Wife Zf Smt220/32 32gb'"	'1567576450'		1285.70	1099.00	Tablets
Oferta	-53	'Tablet Samsung Galaxy Tab S8 Ultra 5g 16gb Ram 512gb Tela'	'1570546502'		13999.00	6523.80	Tablets
Oferta	-8	'Tablet Samsung Galaxy Tab S9 Ultra 512gb 12gb Ram Tela Ime'	'1571583598'		12499.00	11499.00	Tablets
Oferta	-35	'Tablet Samsung Galaxy Tab S9 256gb 12gb Ram Tela Imersiva'	'1571586715'		8499.00	5507.89	Tablets
Oferta	-5	"'Tablet Samsung Galaxy A7 Lite Grafite Com 8,7"", 4g  Wifi, A'"	'1567576453'		1088.50	1024.90	Tablets
Oferta	-23	"'Tablet Samsung Galaxy Tab S6 Lite 64gb 10 4"" 4gb De Ram Rosa'"	'1571498863'		2999.00	2299.00	Tablets
Oferta	-9	'Tablet Samsung Galaxy Tab S9 512gb 12gb Ram Tela Imersiva'	'1571583599'		10499.00	9499.00	Tablets
Oferta	-40	'Tablet Samsung Galaxy S7 Fe, com caneta, Preto Com 12,4, 4g,'	'1567808518'		4749.00	2807.89	Tablets
Oferta	-20	'Tablet Samsung Galaxy Tab S6 Lite 128gb 4gb Ram Tela Imers'	'1571586910'		3263.62	2599.00	Tablets
Oferta	-17	'Impressora Hp 107a Laser Mono 110v'	'1567309530'		999.00	829.00	Impressora 
Oferta	-6	'Impressora De Etiquetas Brother, 300 Dpi, Wireless  Ql810w'	'1571362448'		2542.90	2377.80	Impressora 
Oferta	-12	'Toner Hp 48a / Cf248a Para Laserjet Series'	'1571610906'		400.00	349.90	Impressora 
Oferta	-14	'Toner Hp 48a, Preto, Laserjet cf248a Para Hp Laserjet Pro M'	'1571610916'		340.00	289.90	Impressora 
Oferta	-5	'Toner Hp Laserjet 1015 Q2612a 12a'	'1571610917'		380.00	359.90	Impressora 
Oferta	-12	'Toner Hp Laserjet 18a Cf218ab Preto'	'1571610915'		400.00	349.90	Impressora 
Oferta	-14	'Toner Hp 18a Preto Laserjet Original cf218ab'	'1571610905'		350.00	299.90	Impressora 
Oferta	-12	'Cartucho De Toner Hp 05a ce505a 505a Preto'	'1571610899'		400.00	349.90	Impressora 
Oferta	-12	'Toner Hp Cf217a 17a M130 M102 M130fw M130a 1.6k'	'1571610907'		400.00	349.90	Impressora 
Oferta	-12	'Toner Hp 30a Cf230a Preto Laserjet M203 M227'	'1571610908'		400.00	349.90	Impressora 
Oferta	-14	'Toner Hp 26x Cf226x  Preto 9.000 Páginas'	'1571610912'		350.00	299.90	Impressora 
Oferta	-11	'Cartucho De Toner Hp 26x Cf226x Preto Alto Rendimento'	'1571610919'		450.00	399.90	Impressora 
Oferta	-12	'Toner Hp 26a Preto Cf226a 3100 Pg'	'1571610901'		400.00	349.90	Impressora 
Oferta	-11	'Toner Hp 05a ce505a 505a Preto Lacrado'	'1571610914'		450.00	399.90	Impressora 
Oferta	-16	'Toner Hp 35a Original Cb435ab Preto P/ Laserjet P1005'	'1571610909'		300.00	249.90	Impressora 
Oferta	-14	'Cilindro Hp 19a Cf219a Laserjet'	'1571610911'		350.00	299.90	Impressora 
Oferta	-14	'Toner Hp Q2612ab Q2612a 12a 1010 1020 1022 3015 3050 3052'	'1571610910'		350.00	299.90	Impressora 
Oferta	-15	'Toner Hp Cf248a 48a M15 M15a M15w 28 M28 M28a M28w 1k Pg'	'1571610921'		330.00	279.90	Impressora 
Oferta	-14	'Toner Hp Cf248a 48a Toner Preto 1.000 Pg M15a M15w M28a M28w'	'1571610913'		350.00	299.90	Impressora 
Oferta	-14	'Toner Hp 17a Cf217a M130nw M102a M102w 1.6k'	'1571610900'		350.00	299.90	Impressora 
Oferta	-11	'Toner Hp Cf226a Cf226 26a Cf226ab M426dw M426fdw'	'1571610904'		450.00	399.90	Impressora 
Oferta	-10	'Cartucho De Toner Hp Ce505x 05x Preto'	'1571610920'		500.00	449.90	Impressora 
Oferta	-11	'Toner Hp 05x Preto Ce505x'	'1571610902'		450.00	399.90	Impressora 
Oferta	-12	'Toner Hp 05x Ce505x Black Preto P2055dn P2055x'	'1571610903'		400.00	349.90	Impressora 
Oferta	-16	'Toner Hp Cb436a / 36a Para Laserjet Series'	'1571610918'		300.00	249.90	Impressora 
Oferta	-9	'Ribbon Cera Sbrix 110x450 Zebra Datamax 01 Unidades'	'1570777440'		50.13	45.12	Impressora 
Oferta	-10	'1 Un Ribbon Misto Sbrix 110x450 Impressora Zebra Datamax'	'1570777435'		98.16	88.34	Impressora 
Oferta	-15	'Kit 3 Ribbon Inkanto Awr1 Cera 110mm X 74m'	'1571486480'		41.40	34.88	Impressora 
Oferta	-10	'Ribbon De Cera Sbrix 110x450 Para Impressoras Zebra S4m Zt230'	'1570777422'		50.12	45.11	Impressora 
Oferta	-12	'Cartucho De Toner Hp Ce278a Ce278ab Ce278 Ce278 78a Preto'	'1571640708'		400.00	349.90	Impressora 
Oferta	-10	'Cartucho De Toner Hp Cf280a Cf280 Cf280 Preto'	'1571640707'		500.00	449.90	Impressora 
Oferta	-14	'Toner Hp 78a Preto Laserjet ce278ab Para Hp Laserjet Pro M1'	'1571640705'		350.00	299.90	Impressora 
Oferta	-14	'Toner Hp Laserjet 79a Preto Cf279a'	'1571640706'		350.00	299.90	Impressora 
Oferta	-54	'Etiquetadora Mx5500 8 Dígitos Bobina Etiquetas E Tinteiro Az'	'1571640702'		52.90	24.15	Impressora 
Oferta	-9	'Toner Hp Ce255a / 55a Para Laserjet Series'	'1571627093'		550.00	499.90	Impressora 
Oferta	-10	'Cartucho De Toner Hp Laserjet Preto Ce255a  55a'	'1571627097'		500.00	449.90	Impressora 
Oferta	-12	'Cartucho De Toner 53a Q7553ab, Preto, P2014, P2015, M2727'	'1571627095'		400.00	349.90	Impressora 
Oferta	-14	'Toner Hp 53a Preto Laserjet q7553a Para Hp Laserjet P2015d,'	'1571627094'		350.00	299.90	Impressora 
Oferta	-10	'Hp Toner Laserjet 53x Preto De Alto Rendimento Q7553x'	'1571627099'		500.00	449.90	Impressora 
Oferta	-11	'Toner Hp Ce255a 55a P/3015 6000 Copias'	'1571627096'		450.00	399.90	Impressora 
Oferta	-12	'Toner Hp 55a Ce255a 55a M521dn P3015dn M525dn M525f M525c 6k'	'1571627098'		400.00	349.90	Impressora 
Oferta	-15	'Cilindro De Toner Hp W1332ac Preto 30k'	'1571540633'		167.20	141.00	Impressora 
Oferta	-10	'Toner Hp 64a Black Cc364a Preto P4515  10.000 Páginas'	'1571635620'		500.00	449.90	Impressora 
Oferta	-12	'Cartucho De Toner Hp 55x ce255x Preto De Alto Rendimento'	'1571635623'		400.00	349.90	Impressora 
Oferta	-10	'Toner Hp Ce255x Mfp M525dn Preto 55x'	'1571635624'		500.00	449.90	Impressora 
Oferta	-9	'Cartucho De Toner Hp 64x Preto De Alto Rendimento Cc364x Lase'	'1571635627'		550.00	499.90	Impressora 
Oferta	-11	'Toner Hp Ce255x 55x 3015 521 500 252 Black Preto'	'1571635626'		450.00	399.90	Impressora 
Oferta	-11	'Toner Hp Cc364a / 364a / 64a / P4014 P4015 Preto'	'1571635625'		450.00	399.90	Impressora 
Oferta	-8	'Toner Hp 64x Original Cc364x Black | P4015n | P4015tn'	'1571635619'		600.00	549.90	Impressora 
Oferta	-9	'Toner Hp 64a Cc364a 4015 P4014 4014 Laserjet'	'1571635622'		550.00	499.90	Impressora 
Oferta	-15	'Impressora Laser Monocromática  P2509w Pantum'	'1571032644'		874.90	743.66	Impressora 
Oferta	-9	'Multifuncional Epson Ecotank L4260'	'1568653096'		1990.00	1799.00	Impressora 
Oferta	-12	'Cartucho De Toner Hp 49a Preto Laserjet Q5949a  2.5k'	'1571615172'		400.00	349.90	Impressora 
Oferta	-11	'Toner Hp Q7553a 53ap2015 P2014 M2727 P2015dn'	'1571615174'		450.00	399.90	Impressora 
Oferta	-11	'Cartucho De Toner Hp 49x Preto Q5949x 5k'	'1571615173'		450.00	399.90	Impressora 
Oferta	-10	'Toner Hp Laserjet 53a Preto Q7553a 3.000 Pg'	'1571615171'		500.00	449.90	Impressora 
Oferta	-8	'Impressora Multifuncional Hp 416 Tanque De Tinta Colorida Wir'	'1567292458'		749.00	689.08	Impressora 
Oferta	-8	'Ribbon Sbrix 110x450 Cera Impressora Térmica'	'1570777448'		50.10	45.90	Impressora 
Oferta	-8	'Impressora Multifuncional Hp Deskjet Wifi 2774'	'1567325832'		329.00	302.68	Impressora 
Oferta	-10	'Multifuncional HP Inktank WiFi 416'	'1566750135'		1046.90	941.90	Impressoras Multifuncionais
Oferta	-15	'Multifuncional Epson Ecotank L8180, Colorida, Usb, Wifi, Pre'	'1568155133'		5696.90	4842.36	Impressoras Multifuncionais
Oferta	-15	'Multifuncional Xerox B305 Laser Monocromática A4 Wi Fi'	'1571530329'		3010.90	2558.58	Impressoras Multifuncionais
Oferta	-15	'Multifuncional Laser Mono Brother Dcp1602 21ppm/cm 10.000 Es'	'1568358463'		1307.56	1111.43	Impressoras Multifuncionais
Oferta	-8	'Multifuncional Hp Smart Tank Tanque De Tinta Wifi  517'	'1566925439'		899.00	827.08	Impressoras Multifuncionais
Oferta	-8	'Multifuncional Hp Smart Tank 581 All In One Tanque Tinta Colo'	'1571511145'		999.00	919.08	Impressoras Multifuncionais
Oferta	-5	'Multifuncional 416 Tanque De Tinta Colorida In Tank Wireless'	'1566866791'		957.78	906.90	Impressoras Multifuncionais
Oferta	-25	'Impressora Multifuncional Laser 135a Mono 110v  Hp'	'1566866782'		1799.00	1349.00	Impressoras Multifuncionais
Oferta	-10	"'Monitor Led 24"" Hdmi Vga Widescreen Fox'"	'1571199546'		422.90	379.90	Monitores
Oferta	-10	"'Monitor Led 21,5"" Hdmi Vga Widescreen Fox'"	'1570591281'		388.90	349.90	Monitores
Oferta	-9	"'Monitor Led 19,5"" Hdmi Vga Widescreen 19.5 Fox'"	'1570591664'		362.90	329.90	Monitores
Oferta	-6	"'Monitor Empresarial, 24"", Usbc Hub Dell P2422he'"	'1571462960'		4999.70	4677.40	Monitores
Oferta	-7	"'Monitor De Led 23.8"" Acer Vg240y S, Full Hd,widescreen, Resol'"	'1568152653'		2899.70	2688.99	Monitores
Oferta	-10	'Monitor Led 19 Brazil Pc 19bp19we02 Widescreen'	'1567531750'		421.11	379.00	Monitores
Oferta	-10	"'Monitor 18.5"" Led Pctop M1p185hdmi, Hd, Resolução 1366x768, W'"	'1568152651'		405.56	365.00	Monitores
Oferta	-9	'Monitor Led 21.5 Tn 22trshos Fhd 75hz Preto Widescreen'	'1567297340'		908.56	825.96	Monitores
Oferta	-5	'Monitor Empresarial Qhd 31.5 Com Usbc Dell P3221d'	'1571462959'		9755.10	9199.90	Monitores
Oferta	-18	'Suporte Monitor Mdf C/2 Gavetas Branco 40,5x26,5x16 Chave'	'1570218069'		109.90	89.90	Monitores
Oferta	-34	"'Monitor 23,8"" Lg Full Hd Ips Com 600:1 De Contraste  24mp400'"	'1570140222'		1741.80	1137.00	Monitores
Oferta	-15	"'Monitor Led 27"" Bpcm27w Preto Widescreen'"	'1570311630'		1051.98	894.18	Monitores
Oferta	-15	'Monitor Led 27 Brazil Pc Xgm27pro 240hz Curvo R1800 Fhd Game'	'1570311562'		1551.40	1318.38	Monitores
Oferta	-18	'Monitor Lg Gamer Led 24p 24ml600m Fullhd Ips Hdmi  24ml600m'	'1570083135'		1357.40	1109.00	Monitores
